experiment,time,AKT1i,APAF1i,Apoptosis_phenotypei,Apoptosome_complexi,BADi,BAD_BBC3_BCL2L11_complexi,BAXi,BCL2_MCL1_BCL2L1_complexi,BIDi,CASP3i,CASP7i,CASP8i,CASP9_celli,CASP9_cell_activei,CYCSi,Ei,FADDi,FASLGi,FAS_FASL_complexi,Mi,MAPK14i,Ni,Orf3a_celli,Orf3a_mitochondrioni,Orf3bi,Orf6i,Orf7ai,Orf8ai,Orf9bi,Si,TNFi,TNF_TNFRSF1A_complexi,TRADDi,TRADD_FADD_complexi,AKT1,APAF1,Apoptosis_phenotype,Apoptosome_complex,BAD,BAD_BBC3_BCL2L11_complex,BAX,BCL2_MCL1_BCL2L1_complex,BID,CASP3,CASP7,CASP8,CASP9_cell,CASP9_cell_active,CYCS,E,FADD,FASLG,FAS_FASL_complex,M,MAPK14,N,Orf3a_cell,Orf3a_mitochondrion,Orf3b,Orf6,Orf7a,Orf8a,Orf9b,S,TNF,TNF_TNFRSF1A_complex,TRADD,TRADD_FADD_complex
2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.7919694432732323,0.8755020807034815,0.9753889207605209,0.9997908792003615,1.0,0.0,0.0,1.0,0.9683259566806176,0.010786537249980374,1.0,1.0,1.0,0.06076007126636732,0.0,0.09455145473060345,0.06906996328910567,1.0,0.22898626558576696,1.0,0.0,0.0,0.08037830008783335,0.0,0.06273966639367688,0.0080011200728102,1.0,1.0,1.0,1.0,0.014899388343455467,0.14114900633436778
2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08384053843600939,0.9158897750508417,1.0,0.966229352726707,1.0,0.8894271334803014,1.0,0.08714029464884787,0.0,1.0,1.0,0.0,0.9657189441847314,0.8548500341160588,0.7983762237752547,0.0,0.0,0.0,0.0,0.9509429147634988,0.0,0.9610340738375601,0.0543182192762269,0.27128362801948264,0.16832451839575893,0.13187799078852366,0.0,0.16951939518524461,0.9974601565551696,0.9321671921219538,0.9544651326103105,0.9896206894480929,0.03504768751873018,0.11659844048494157
3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.026070922905027372,0.0,1.0,1.0,0.0,0.9508751980518867,0.9067620035746442,1.0,0.0,0.9783196664777817,0.979434135242504,1.0,0.8404122571662597,0.8657666395166359,0.9621177997009935,0.0,1.0,1.0,0.1213949338933849,0.18095249951596246,0.9868599036951409,0.8725350662923466,0.0,0.9231187921829098,0.0,1.0,0.06398655933463186,0.0,1.0,0.0,1.0,0.9455140138904198,0.9335671080494946
3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9745622746316889,0.042169094336204166,1.0,0.0,0.0,1.0,1.0,0.19093597715069083,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9401645248879413,1.0,0.9865208206816322,0.9943646074457316,0.09629091211102402,0.0,1.0,1.0,0.0,0.8532299684367424,0.0,1.0,0.0,0.0,0.9787510633465906,0.016172533996361062,0.0,1.0,0.0
3,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.055056492489690904,0.03817818271554396,0.8460852702470345,0.9867016466898408,0.0,0.8699464080969324,0.907289938319778,1.0,1.0,1.0,0.0,1.0,0.9419152233705943,1.0,1.0,1.0,0.06324502440784245,0.0,1.0,1.0,0.2017547614281238,1.0,0.09655328575152428,0.9567007212533801,0.16736259841684384,0.03203880239968775,0.836160887329345,0.0,0.008456173379738368,0.8092590388860299,0.2172131026259541
3,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.8813691712178704,0.0,0.0,1.0,1.0,0.08825642859511325,1.0,1.0,0.9056116138136772,1.0,0.9191295935523288,0.12691930278108385,0.9145022204586828,0.9684645621644185,1.0,1.0,0.8637970077261735,0.017624706126993635,0.043982434914905055,1.0,0.9555154155759688,0.04119727757759292,0.8914367640374763,0.09388040867608496,0.9675223963490872,0.0,0.0,1.0,0.05444290975428563,0.0,1.0,0.0
4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970744891078541,0.9735991074983641,0.9450546031231144,0.8319772386035967,0.9257726002960738,0.0,1.0,1.0,0.09512913670641097,0.9869460086754901,1.0,0.0,0.0203592907016365,1.0,0.84999022310518,0.9645577992420671,0.054224624546626826,0.9090525775848198,0.0,0.05205327240538371,0.04737320639827622,0.9560017686604799,0.08363434599460026,0.9580759735634765,1.0,0.0,0.0793142790205365,0.11855923784004785,0.07278477797443345,0.9868045486601211,0.07303721454560479,1.0,0.2707965835158003,0.013187210872151451
4,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9908948182955263,0.8956200046781556,0.9804147539285861,0.0,0.047808743916377315,1.0,1.0,0.0,0.9524637085417813,0.8870175966988977,1.0,0.958317981602263,0.0,0.11245454494018295,0.9055312072741027,1.0,0.8993813952419891,0.8719113995432083,1.0,0.0,0.927405821049758,0.9132182904922935,0.14002546071367128,1.0,1.0,0.004394393741561047,0.014361826254093005,0.0,0.0,0.970347835992332,0.0,0.0,0.0,0.01641546122280203
4,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.8867248577660547,1.0,0.0,0.0,0.9849431026088201,1.0,0.0,1.0,0.9109376840780615,0.8540849655425674,1.0,0.007452261188034721,0.0,0.8876139869652193,1.0,1.0,0.9440693749364868,1.0,0.0,1.0,0.9257156335253263,0.10764863439793569,0.9737573360100377,0.9226029942181114,0.0,0.012249360263927563,0.0242871519750846,0.0,0.8771421753204948,0.17518077361209058,0.16160470828702714,0.03108732957062263,0.023738716769784382
4,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9692541929702299,1.0,0.8888780109626999,0.0,0.04260057771677277,0.89920759113779,1.0,0.06875220183161866,1.0,0.9015678538853216,0.8972983922067567,1.0,0.07681204572046861,0.09737781199133898,0.9197448822931962,0.9561322642024017,1.0,1.0,1.0,0.0,0.9776496638154791,1.0,0.02037879334240836,1.0,0.9513064412228542,0.0,0.0,0.06678411083855894,0.17442123222998274,0.9741371031967545,0.0,0.12992998741970546,0.0,0.005772697282820665
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027295522116910265,0.0,1.0,0.942838412789428,0.0,0.12635586843659732,0.9651820844361908,1.0,0.0,0.023606420579659,0.9865050403428218,0.0,0.0,0.0,1.0,1.0,0.9962974811607478,1.0,0.9780071565285213,0.057458566725572695,0.0,0.9997556805087058,0.9986788158467039,0.17010866440922212,0.0,0.10336336779004647,0.0,0.0,0.9825360185055934,0.0,0.979503768774249,0.9648283827027014,0.897548370025546,0.9179172361755701
5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.1967101094886418,1.0,0.01985041644000493,0.0,1.0,1.0,0.06648413882271681,0.8300735615136986,0.8670263312769413,0.8476426830329403,1.0,0.07970141777074607,0.004363202438897345,1.0,1.0,0.8830402517650859,1.0,0.9070954911624507,0.10846971452829074,0.012380542490044607,1.0,0.8281314466036293,0.0,0.04360404027178738,0.0,0.0,0.00544259497175557,1.0,0.0,0.8503799627913202,1.0,1.0,0.9231058992021233
5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899589754900307,0.10122094649661335,0.9316774367957734,0.0,0.0,1.0,1.0,0.0037186094112295386,1.0,1.0,0.9673970143173377,1.0,0.0762635180133015,0.0,0.9828140723987183,1.0,1.0,0.7903470929088156,0.9275510650717912,0.0,0.0,0.8700954210780066,0.7880245522402437,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9875689213305846,1.0,1.0
5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8565954520447981,0.07267211078626735,1.0,0.0881726809551273,0.0,0.9567052572014209,0.920358974157168,0.0,1.0,1.0,0.9941834571320186,1.0,0.10751037736954626,0.0885597961176787,0.9765028385973157,1.0,0.9990316484318565,0.8275995076715965,0.9096060928828171,0.07314836011387064,0.0,1.0,0.9357715324719493,0.0653924577633938,0.07783242638094669,0.057436386367133545,0.08416908844424965,0.011766253588461112,1.0,0.017280510173163562,1.0,1.0,0.9860653580397263,1.0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042177275941496575,0.08564847046607028,0.003825860427120442,0.0,0.0,0.9156998672122365,0.02854338145856747,1.0,0.04181520607311557,0.8017121861584977,1.0,0.0,1.0,0.9161042874385525,1.0,0.0,0.02683736062054237,0.9910706293407917,1.0,0.008148656172232092,1.0,0.0,0.8713960173850959,0.022924960354567977,0.0,0.11919250111170597,0.0,0.9929564882720853,0.06682749892972253,1.0,0.8817540184870637,0.002430090331589881,0.0,0.09838689781785681
6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.8659692113062603,0.023736294102297887,0.0,0.0,0.0,1.0,1.0,1.0,0.9771160889796208,0.9973331509852029,1.0,0.0,0.0,0.08360293515234618,1.0,0.9389747207999126,1.0,0.0,0.11253228424235187,0.0,1.0,0.029623912990022285,0.008588655793792362,0.013022696468402928,0.0,1.0,0.011557634416513373,1.0,1.0,1.0,0.04986715435451161,0.0
6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.13945217803636958,1.0,0.04504514420428571,0.0,0.042373523458550603,0.12951004370577304,0.931357650251454,0.8044977152584077,1.0,0.8699741133811145,0.898289845731676,0.8729580862566527,0.0,0.0,0.03767750342833852,0.8365910501154088,0.9395829866196296,0.8523062420646383,0.0,0.0,0.05230960326067735,0.9312709078983396,0.0,0.0,0.1045379660432235,0.0,0.9611149559538189,0.1009808642072871,1.0,1.0,0.8964623415857197,0.069310095986763,0.020951422140768425
6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9300180934756188,0.055020562282624655,1.0,0.0,0.0,0.1055209140529919,0.09198343575490303,1.0,1.0,0.8428004618590624,0.7316857797716093,0.9778391119395565,1.0,0.0,0.0,0.0,0.8840504898141299,1.0,0.8852840026465174,0.07367659090042886,0.0,0.09311545821169043,1.0,0.0,0.0,0.07689184473212787,0.052848561129982374,0.9448864080214949,0.0,0.858019847531906,1.0,1.0,0.047323420164976135,0.008965816594909805
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9138755496898386,1.0,0.013621882172252402,0.9870157005691456,0.06183727821998202,0.9723166447757463,1.0,0.07771008301631077,1.0,1.0,0.05261615401242652,0.03167495994343344,1.0,0.0,0.8293311858114417,0.018315058418410326,0.0,0.041184263236654015,1.0,0.02169049839775236,0.8811199758173703,0.8645009679764696,0.0,0.938778222499434,0.0,0.029248083318742565,0.025359451326664367,0.9322121027647514,0.9324296201094129,0.9483186553142988,0.8938211123603484,0.9861926290451679,0.8888496380049149,1.0
7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.9618551482680555,0.0,0.11268616977282396,0.0,0.0814664458306395,1.0,0.0,0.14895106272568343,0.01929372771112825,0.0,0.9447052716149965,0.0,0.9324745829996433,0.046636866576793834,0.0,0.0,0.0,0.0,0.8755783141705281,1.0,0.0,1.0,0.0,0.0,0.0,0.7977716666286464,1.0,0.878760803102511,1.0,1.0,0.9476455829799403,0.0
7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9778042426088969,0.7625558420122936,1.0,0.0,0.03461611928168502,0.0,0.0,0.920535826159706,0.16586870430744924,0.022795068667963308,0.0,0.0,0.8348257977248577,0.0,0.8398059769797802,0.10914605948822098,0.15005649984633726,0.15207076621408624,0.12190860384201188,0.07388509764104303,0.7282436899322063,0.8052299895151689,0.07449158401285509,0.9769093349975976,0.0,0.03093195916176863,0.0,0.8416278004466513,0.898281438084153,0.9546521101946142,1.0,0.9999506602836602,0.8095745109454823,0.0
7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7854185192001606,0.9686669625719199,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10446098737279695,0.05485736318874776,0.0,1.0,0.03240175318548519,1.0,0.06782940312528828,0.038690389579901695,0.057609978972024335,0.0,0.03162148471768762,1.0,0.9962027726092605,0.031128615351061758,0.9966341337768099,0.16301077275932052,0.0,0.04127275283812675,1.0,0.8967915195533687,1.0,0.7934745166638051,0.9941407283585991,0.8540664670984193,0.11697609888089355
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9836896318290168,0.0,0.08537028019456419,0.040726754998458584,0.0,1.0,0.0,1.0,0.007797041428646328,0.07041392032197084,1.0,0.2222816641662973,1.0,0.0,1.0,1.0,0.9793910515546765,0.02452365415038218,0.0,0.9329384335471711,0.8603268426756476,1.0,1.0,0.0,0.0,0.05698409976333133,0.8561782608292736,1.0,1.0,0.985091792094648,0.9392046636267295,1.0,0.8158122130675942,0.0
8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05835961300600158,0.0,0.9352566984001369,0.0,1.0,1.0,1.0,0.0,1.0,0.8841499686376664,1.0,1.0,0.9781083212282536,0.0,1.0,0.9802021977702358,0.0,0.0,0.0,0.9211972084660782,0.0,1.0,0.9365173064067083,0.06793480709200543,0.0,0.0,0.9093235965204965,0.9846459109325537,1.0,1.0,1.0,0.8619092911022548,1.0,0.105972927682292
8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9270307500342028,0.0,1.0,0.8784207115701448,0.9968003160505066,0.0,0.8608756233048587,1.0,0.8576141881132844,1.0,0.9246115289477139,0.0,1.0,1.0,0.12867043671143924,0.04086912801601025,0.0,0.9455878528026189,0.03095817446586634,0.9699070083052544,1.0,0.0,0.0,0.06307672870325182,0.8801882442940429,0.9824533421965057,0.9660943109793768,0.9002288468236465,1.0,0.9990001922147748,0.9436616464733967,0.0
8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059381857892654905,0.0,1.0,0.0,1.0,1.0,1.0,0.007368318631305937,1.0,0.8665408349553166,1.0,0.951803478076966,1.0,0.0,1.0,0.8879833633527218,0.0021975665534624575,0.0,0.0,1.0,0.12033379611593212,0.8997434558153513,0.896918450082732,0.0,0.0,0.0,0.9213966855556566,0.9253799027348224,0.9601519377623937,0.7856325394071262,0.8498663190633935,1.0,1.0,0.12119661284405953
9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.36174116937744266,0.0,0.8859698651218165,1.0,0.27179246817624514,0.8944519893121345,0.03686032439016618,0.9796558399258337,0.9386265270966996,0.0,0.9228960988710717,1.0,1.0,0.023463351110229232,1.0,0.0,1.0,0.0,1.0,0.9872648035957777,0.991576414239599,1.0,0.9644815608007958,0.08100693389849249,0.0,0.9467189895946154,0.0,1.0,1.0,0.0,1.0,0.0,1.0
9,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08351900170344957,0.08573183321162042,1.0,0.0,0.9481046567670135,0.9435643943282797,0.9337216938499238,0.0763905197810033,1.0,0.9269965634937711,0.8903580889789133,1.0,1.0,0.055486703403574346,0.9854167310009097,0.8557740270745255,0.9128240696944933,0.9647881338987367,0.964046309203873,0.8379339980124858,0.8290988855389635,1.0,1.0,0.900503999701166,0.0,0.0,0.9429716093888548,0.0,1.0,1.0,0.07809163699623312,0.03432225121335876,0.0,0.0
9,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8858277531029758,0.00853768928125762,1.0,1.0,0.9136982107539625,0.0,1.0,1.0,0.9083339571897836,0.8318888995282907,0.9367234320316524,0.0636646721783355,0.9831018888201821,1.0,0.9337465482178897,1.0,1.0,1.0,0.8456131578380464,0.9207386819660422,0.8883534572109949,1.0,0.1763252315692878,0.0,1.0,0.0345716420399245,0.9876354033729277,1.0,0.0,0.0,0.0,0.0
9,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8875563730224458,0.0,0.9223192930230024,1.0,1.0,0.048875401064656016,1.0,1.0,1.0,1.0,1.0,0.0,0.9444387535949974,0.8648390236096364,1.0,1.0,0.8164790824338999,0.8931816094397329,1.0,1.0,0.9605561650012542,1.0,0.0,0.056541195626893276,0.9020140418721507,0.06725659683159038,1.0,1.0,0.04029913770206289,0.06076300417540745,0.03730282750998321,0.0
10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9539175288691449,0.06978933793969708,0.01753653252639768,0.0483910764017966,1.0,0.13236688192552404,0.15859130009366937,0.06887363598164098,1.0,0.9998619833727482,0.9977991106083988,1.0,0.028449764507530947,1.0,0.0,1.0,0.8789072109953412,0.0,1.0,0.0,0.08251786842737946,0.9819671897482326,1.0,1.0,0.0,0.11607004378151425,0.9921595842263964,1.0,0.0,1.0,0.0,0.0,0.0,0.997890612155681
10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.011105156220630723,0.8431807058712377,0.0,0.0,0.8287642654736684,0.9872521433989692,0.14181962650259247,1.0,1.0,1.0,0.970038394832217,0.0,0.0,1.0,0.9548753517557634,0.047668283417643176,0.08885185946411173,0.0,0.0,1.0,0.9954610954433666,1.0,1.0,0.0,0.0,0.933250809652777,1.0,0.0,0.7504424007940909,0.0,0.0,0.06857836336023758,0.0
10,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8884382752765229,0.2361320358238661,0.9081828377717358,0.0,0.0,1.0,1.0,0.15866712023740215,1.0,0.8831030903192536,1.0,1.0,0.0,0.0023582958757274964,1.0,1.0,0.0,0.07389250938244527,0.09515716043103588,0.05611194815732839,1.0,0.8872116147806967,0.8237328046837881,0.9446623606222958,0.0,0.0,0.8595767180249722,1.0,0.0,0.9569273685938645,0.13986265892682564,0.0,0.06230682245497108,0.0
10,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.02392539241214736,0.919213227751754,0.12881697334571215,0.0,1.0,0.913397785229348,0.00416357014859185,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9262647699756987,0.0,0.0,0.0,0.0,0.9861431465766736,1.0,1.0,1.0,0.0,0.1287409567629222,0.9274440714079397,1.0,0.00895013843190714,1.0,0.0,0.0,0.0,0.11470353647272519
